# W2 capture COM4  2026-07-05T11:16:58
# firmware (V): V1.07;
11:16:58.661  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:06.244  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:06.460  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:06.675  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:06.897  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:07.126  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:07.348  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:07.550  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:07.772  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:07.987  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:08.206  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:08.459  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:08.668  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:08.876  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:09.084  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:09.293  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:09.524  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:09.751  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:10.010  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:10.223  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:10.411  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:10.661  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:10.897  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:11.114  F=F00000D3;  R=R00000D3;  S=S0000;   I=I12120101112;  Ihex=[49 31 32 31 32 30 31 30 31 31 31 32 3B]
11:17:11.342  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:11.564  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110101112;  Ihex=[49 32 32 31 31 30 31 30 31 31 31 32 3B]
11:17:11.773  F=F00000D3;  R=R00000D3;  S=S0000;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:11.994  F=F01553D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:12.230  F=F01531D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:12.480  F=F01521D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:12.688  F=F01521D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:12.911  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:13.147  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:13.404  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:13.626  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:13.876  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:14.099  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:14.314  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:14.570  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:14.786  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:15.001  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:15.223  F=F01499D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:15.448  F=F01489D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:15.661  F=F01489D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:15.897  F=F01489D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:16.126  F=F01489D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:16.362  F=F01489D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:16.584  F=F01521D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:16.813  F=F01521D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:17.064  F=F01521D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:17.313  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:17.535  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:17.751  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:17.980  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:18.209  F=F01511D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:18.420  F=F01541D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
11:17:18.646  F=F01541D2;  R=R00003D2;  S=S0108;   I=I22110121112;  Ihex=[49 32 32 31 31 30 31 32 31 31 31 32 3B]
